date,category,expected_volume,actual_volume,is_weekend,is_holiday,month_sin,month_cos,day_sin,day_cos
2024-09-20,Wirtschaft,42609,30705,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-21,Bildung,30036,29389,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Digitalisierung,30067,28926,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Gesundheit,57255,51812,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Migration,24258,147939,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Sicherheit,16701,12717,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Umwelt,48816,46829,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Verkehr,45581,42916,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-21,Wirtschaft,27228,19010,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-22,Bildung,25216,25578,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Digitalisierung,32377,29950,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Gesundheit,68710,72940,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Migration,25165,22980,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Sicherheit,19994,20856,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Umwelt,42566,44975,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Verkehr,46106,45659,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-22,Wirtschaft,31308,31873,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-23,Bildung,42148,42399,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Digitalisierung,46479,54321,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Gesundheit,95330,100618,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Migration,39269,48038,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Sicherheit,22918,25132,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Umwelt,69274,86523,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Verkehr,71357,68759,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-23,Wirtschaft,43867,38117,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-24,Bildung,42862,41808,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Digitalisierung,42140,34000,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Gesundheit,102739,94067,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Migration,36014,34206,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Sicherheit,24278,23863,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Umwelt,72828,97938,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Verkehr,66307,63381,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-24,Wirtschaft,40048,38227,False,False,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
2024-09-25,Bildung,43324,43828,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Digitalisierung,45006,51155,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Gesundheit,100875,81265,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Migration,40224,44785,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Sicherheit,23757,25787,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Umwelt,68726,53215,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Verkehr,67166,80473,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-25,Wirtschaft,44364,49446,False,False,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
2024-09-26,Bildung,37579,28108,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Digitalisierung,47969,32030,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Gesundheit,98158,103966,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Migration,30530,42130,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Sicherheit,22547,26483,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Umwelt,74402,69789,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Verkehr,67475,80592,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-26,Wirtschaft,39225,47685,False,False,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
2024-09-27,Bildung,45166,55241,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Digitalisierung,45768,40965,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Gesundheit,98158,85385,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Migration,37877,31999,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Sicherheit,28146,25828,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Umwelt,59229,66718,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Verkehr,54627,49772,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-27,Wirtschaft,39984,34201,False,False,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
2024-09-28,Bildung,27223,27261,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Digitalisierung,32637,29816,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Gesundheit,61348,54042,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Migration,25157,24871,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Sicherheit,14977,10095,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Umwelt,45292,41554,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Verkehr,51158,44010,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-28,Wirtschaft,32618,27938,True,False,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
2024-09-29,Bildung,27018,29822,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Digitalisierung,26749,30450,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Gesundheit,54307,54538,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Migration,24577,17251,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Sicherheit,18872,31559,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Umwelt,43179,44029,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Verkehr,46781,57933,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-29,Wirtschaft,27737,28534,True,False,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
2024-09-30,Bildung,33601,34015,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Digitalisierung,46059,44820,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Gesundheit,99709,85670,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Migration,31132,21417,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Sicherheit,22643,17814,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Umwelt,71899,65072,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Verkehr,70048,75735,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-09-30,Wirtschaft,40005,36853,False,False,-1.0,-1.8369701987210292e-16,0.0,1.0
2024-10-01,Bildung,35249,33417,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Digitalisierung,35033,46010,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Gesundheit,70028,101298,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Migration,28480,28725,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Sicherheit,23853,18786,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Umwelt,53264,54919,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Verkehr,49355,46390,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-01,Wirtschaft,28834,29191,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-02,Bildung,33001,29775,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Digitalisierung,33014,30477,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Gesundheit,62571,45842,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Migration,28247,30001,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Sicherheit,22433,18992,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Umwelt,53469,69429,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Verkehr,46202,41065,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-02,Wirtschaft,34031,40068,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-03,Bildung,18885,13895,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Digitalisierung,16732,18355,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Gesundheit,37736,33166,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Migration,14883,17725,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Sicherheit,10401,11732,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Umwelt,24232,109726,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Verkehr,25740,19846,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-03,Wirtschaft,18839,24292,False,True,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-04,Bildung,33166,30921,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Digitalisierung,38043,37175,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Gesundheit,69028,79496,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Migration,32354,30460,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Sicherheit,22607,26376,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Umwelt,53374,56439,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Verkehr,49848,53020,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-04,Wirtschaft,33322,37498,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-05,Bildung,24585,19083,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Digitalisierung,23732,23757,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Gesundheit,48158,50678,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Migration,18932,15383,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Sicherheit,15408,18458,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Umwelt,37932,44289,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Verkehr,32224,31629,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-05,Wirtschaft,23001,25464,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-06,Bildung,18436,20436,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Digitalisierung,25245,20966,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Gesundheit,49751,50747,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Migration,20577,24607,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Sicherheit,17004,15045,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Umwelt,36926,38598,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Verkehr,34686,36434,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-06,Wirtschaft,25832,24594,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-07,Bildung,33989,33034,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Digitalisierung,31208,27696,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Gesundheit,70129,93368,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Migration,28401,34037,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Sicherheit,18888,19239,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Umwelt,52896,49561,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Verkehr,56495,57974,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-07,Wirtschaft,30374,23479,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-08,Bildung,34069,35890,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Digitalisierung,30239,30348,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Gesundheit,74400,82222,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Migration,25962,24083,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Sicherheit,20832,25054,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Umwelt,48364,47567,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Verkehr,55940,55915,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-08,Wirtschaft,34764,40024,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-09,Bildung,28403,23422,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Digitalisierung,34019,33934,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Gesundheit,60059,76383,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Migration,33666,31877,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Sicherheit,20188,14545,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Umwelt,50077,56540,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Verkehr,60318,55380,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-09,Wirtschaft,33276,76033,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-10,Bildung,31587,31952,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Digitalisierung,31364,31625,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Gesundheit,69207,54995,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Migration,29487,37394,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Sicherheit,19998,27099,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Umwelt,56005,48191,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Verkehr,60115,54813,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-10,Wirtschaft,33530,28156,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-11,Bildung,25711,28503,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Digitalisierung,33522,35772,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Gesundheit,55189,49614,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Migration,27138,17007,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Sicherheit,23467,20552,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Umwelt,51223,53661,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Verkehr,54191,52258,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-11,Wirtschaft,30533,32040,False,False,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-10-12,Bildung,21796,21300,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Digitalisierung,22384,25241,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Gesundheit,49445,43147,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Migration,19019,19670,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Sicherheit,15122,18267,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Umwelt,36060,41942,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Verkehr,36838,42814,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-12,Wirtschaft,23945,22856,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2024-10-13,Bildung,22137,20915,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Digitalisierung,25665,29775,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Gesundheit,55525,64779,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Migration,20404,16350,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Sicherheit,15859,15304,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Umwelt,30071,31672,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Verkehr,34011,32342,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-13,Wirtschaft,21493,27210,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2024-10-14,Bildung,28908,29024,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Digitalisierung,38583,39772,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Gesundheit,69333,60567,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Migration,28580,21845,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Sicherheit,20991,10700,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Umwelt,61090,62263,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Verkehr,53456,61517,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-14,Wirtschaft,31988,30478,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0
2024-10-15,Bildung,32893,27699,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Digitalisierung,30536,27816,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Gesundheit,75876,90938,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Migration,24994,22676,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Sicherheit,20956,25748,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Umwelt,51522,50325,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Verkehr,44947,43254,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-15,Wirtschaft,27789,25114,False,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2024-10-16,Bildung,35894,31064,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Digitalisierung,32556,31903,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Gesundheit,63945,74265,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Migration,30230,52299,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Sicherheit,19219,21083,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Umwelt,64000,49696,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Verkehr,51158,49583,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-16,Wirtschaft,28103,34056,False,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
2024-10-17,Bildung,34966,37266,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
2024-10-17,Digitalisierung,35098,39514,False,False,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
