date,state,expected_volume,actual_volume,is_weekend,is_holiday
2024-10-09,Rheinland-Pfalz,18070,18011,False,False
2024-10-09,Saarland,11930,14806,False,False
2024-10-09,Sachsen,17930,13380,False,False
2024-10-09,Sachsen-Anhalt,14308,12266,False,False
2024-10-09,Schleswig-Holstein,16284,16290,False,False
2024-10-09,Thüringen,14170,13455,False,False
2024-10-10,Baden-Württemberg,26199,24090,False,False
2024-10-10,Bayern,28230,28377,False,False
2024-10-10,Berlin,34277,40921,False,False
2024-10-10,Brandenburg,17208,17496,False,False
2024-10-10,Bremen,14578,14863,False,False
2024-10-10,Hamburg,26567,26250,False,False
2024-10-10,Hessen,23361,22961,False,False
2024-10-10,Mecklenburg-Vorpommern,12998,14622,False,False
2024-10-10,Niedersachsen,21183,20201,False,False
2024-10-10,Nordrhein-Westfalen,30446,30504,False,False
2024-10-10,Rheinland-Pfalz,18732,18022,False,False
2024-10-10,Saarland,12377,13706,False,False
2024-10-10,Sachsen,18641,15068,False,False
2024-10-10,Sachsen-Anhalt,14864,15648,False,False
2024-10-10,Schleswig-Holstein,16938,18548,False,False
2024-10-10,Thüringen,14694,14559,False,False
2024-10-11,Baden-Württemberg,23865,14934,False,False
2024-10-11,Bayern,25669,23749,False,False
2024-10-11,Berlin,31268,30923,False,False
2024-10-11,Brandenburg,15611,14248,False,False
2024-10-11,Bremen,13235,17065,False,False
2024-10-11,Hamburg,24123,23809,False,False
2024-10-11,Hessen,21201,21922,False,False
2024-10-11,Mecklenburg-Vorpommern,11738,11468,False,False
2024-10-11,Niedersachsen,19220,17948,False,False
2024-10-11,Nordrhein-Westfalen,27648,31204,False,False
2024-10-11,Rheinland-Pfalz,17010,15398,False,False
2024-10-11,Saarland,11233,9658,False,False
2024-10-11,Sachsen,16984,17077,False,False
2024-10-11,Sachsen-Anhalt,13463,12367,False,False
2024-10-11,Schleswig-Holstein,15374,16100,False,False
2024-10-11,Thüringen,13332,13679,False,False
2024-10-12,Baden-Württemberg,17831,17936,True,False
2024-10-12,Bayern,19147,15716,True,False
2024-10-12,Berlin,23180,24575,True,False
2024-10-12,Brandenburg,11634,11010,True,False
2024-10-12,Bremen,9896,9843,True,False
2024-10-12,Hamburg,18011,19963,True,False
2024-10-12,Hessen,15849,18339,True,False
2024-10-12,Mecklenburg-Vorpommern,8820,8003,True,False
2024-10-12,Niedersachsen,14347,18441,True,False
2024-10-12,Nordrhein-Westfalen,20622,20250,True,False
2024-10-12,Rheinland-Pfalz,12696,25902,True,False
2024-10-12,Saarland,8398,10540,True,False
2024-10-12,Sachsen,12663,12423,True,False
2024-10-12,Sachsen-Anhalt,10082,8547,True,False
2024-10-12,Schleswig-Holstein,11473,11869,True,False
2024-10-12,Thüringen,9960,9325,True,False
2024-10-13,Baden-Württemberg,17852,17563,True,False
2024-10-13,Bayern,19157,20735,True,False
2024-10-13,Berlin,23345,18896,True,False
2024-10-13,Brandenburg,11621,12296,True,False
2024-10-13,Bremen,9932,8405,True,False
2024-10-13,Hamburg,18009,20084,True,False
2024-10-13,Hessen,15867,13757,True,False
2024-10-13,Mecklenburg-Vorpommern,8895,10875,True,False
2024-10-13,Niedersachsen,14355,9515,True,False
2024-10-13,Nordrhein-Westfalen,20668,23399,True,False
2024-10-13,Rheinland-Pfalz,12737,12082,True,False
2024-10-13,Saarland,8425,8427,True,False
2024-10-13,Sachsen,12698,14089,True,False
2024-10-13,Sachsen-Anhalt,10148,11107,True,False
2024-10-13,Schleswig-Holstein,11458,12005,True,False
2024-10-13,Thüringen,9998,10385,True,False
2024-10-14,Baden-Württemberg,26483,26271,False,False
2024-10-14,Bayern,28297,23846,False,False
2024-10-14,Berlin,34474,33673,False,False
2024-10-14,Brandenburg,17278,12340,False,False
2024-10-14,Bremen,14664,17025,False,False
2024-10-14,Hamburg,26605,23665,False,False
2024-10-14,Hessen,23434,24873,False,False
2024-10-14,Mecklenburg-Vorpommern,13058,10979,False,False
2024-10-14,Niedersachsen,21308,22256,False,False
2024-10-14,Nordrhein-Westfalen,30513,30769,False,False
2024-10-14,Rheinland-Pfalz,18829,14191,False,False
2024-10-14,Saarland,12456,10909,False,False
2024-10-14,Sachsen,18752,23809,False,False
2024-10-14,Sachsen-Anhalt,14936,17917,False,False
2024-10-14,Schleswig-Holstein,17089,19340,False,False
2024-10-14,Thüringen,14753,15773,False,False
2024-10-15,Baden-Württemberg,24534,24626,False,False
2024-10-15,Bayern,26300,28114,False,False
2024-10-15,Berlin,31825,34041,False,False
2024-10-15,Brandenburg,16038,16227,False,False
2024-10-15,Bremen,13664,12056,False,False
2024-10-15,Hamburg,24684,25637,False,False
2024-10-15,Hessen,21807,25789,False,False
2024-10-15,Mecklenburg-Vorpommern,12258,12186,False,False
2024-10-15,Niedersachsen,19811,22082,False,False
2024-10-15,Nordrhein-Westfalen,28333,30541,False,False
2024-10-15,Rheinland-Pfalz,17530,16862,False,False
2024-10-15,Saarland,11615,10414,False,False
2024-10-15,Sachsen,17497,21327,False,False
2024-10-15,Sachsen-Anhalt,13959,14780,False,False
2024-10-15,Schleswig-Holstein,15889,15038,False,False
2024-10-15,Thüringen,13769,15649,False,False
2024-10-16,Baden-Württemberg,25779,31316,False,False
2024-10-16,Bayern,27582,34628,False,False
2024-10-16,Berlin,33619,35522,False,False
2024-10-16,Brandenburg,16908,19081,False,False
2024-10-16,Bremen,14334,17810,False,False
2024-10-16,Hamburg,25953,24390,False,False
2024-10-16,Hessen,22875,22313,False,False
2024-10-16,Mecklenburg-Vorpommern,12736,11544,False,False
2024-10-16,Niedersachsen,20857,19203,False,False
2024-10-16,Nordrhein-Westfalen,29824,24010,False,False
2024-10-16,Rheinland-Pfalz,18392,18596,False,False
2024-10-16,Saarland,12163,12785,False,False
2024-10-16,Sachsen,18285,15283,False,False
2024-10-16,Sachsen-Anhalt,14582,17784,False,False
2024-10-16,Schleswig-Holstein,16756,11881,False,False
2024-10-16,Thüringen,14460,13153,False,False
2024-10-17,Baden-Württemberg,26173,27123,False,False
2024-10-17,Bayern,27957,27150,False,False
2024-10-17,Berlin,33861,31502,False,False
2024-10-17,Brandenburg,17093,17230,False,False
2024-10-17,Bremen,14493,15428,False,False
2024-10-17,Hamburg,26242,32298,False,False
2024-10-17,Hessen,23167,24742,False,False
2024-10-17,Mecklenburg-Vorpommern,12882,11489,False,False
2024-10-17,Niedersachsen,21096,15696,False,False
2024-10-17,Nordrhein-Westfalen,30092,37385,False,False
2024-10-17,Rheinland-Pfalz,18604,18255,False,False
2024-10-17,Saarland,12313,18735,False,False
2024-10-17,Sachsen,18556,23290,False,False
2024-10-17,Sachsen-Anhalt,14748,11855,False,False
2024-10-17,Schleswig-Holstein,16944,16719,False,False
2024-10-17,Thüringen,14611,13140,False,False
2024-10-18,Baden-Württemberg,26904,21966,False,False
2024-10-18,Bayern,28702,21383,False,False
2024-10-18,Berlin,34884,52754,False,False
2024-10-18,Brandenburg,17489,19619,False,False
2024-10-18,Bremen,14879,11272,False,False
2024-10-18,Hamburg,27033,32562,False,False
2024-10-18,Hessen,23809,25136,False,False
2024-10-18,Mecklenburg-Vorpommern,13265,13370,False,False
2024-10-18,Niedersachsen,21571,20639,False,False
2024-10-18,Nordrhein-Westfalen,30933,33496,False,False
2024-10-18,Rheinland-Pfalz,19079,18719,False,False
2024-10-18,Saarland,12642,10736,False,False
2024-10-18,Sachsen,18966,13263,False,False
2024-10-18,Sachsen-Anhalt,15154,13539,False,False
2024-10-18,Schleswig-Holstein,17289,19322,False,False
2024-10-18,Thüringen,14963,15648,False,False
2024-10-19,Baden-Württemberg,17725,21894,True,False
2024-10-19,Bayern,18884,17655,True,False
2024-10-19,Berlin,23004,27793,True,False
2024-10-19,Brandenburg,11514,7169,True,False
2024-10-19,Bremen,9812,6377,True,False
2024-10-19,Hamburg,17787,36770,True,False
2024-10-19,Hessen,15662,18403,True,False
2024-10-19,Mecklenburg-Vorpommern,8717,10231,True,False
2024-10-19,Niedersachsen,14223,14359,True,False
2024-10-19,Nordrhein-Westfalen,20385,20738,True,False
2024-10-19,Rheinland-Pfalz,12564,14346,True,False
2024-10-19,Saarland,8326,6174,True,False
2024-10-19,Sachsen,12486,16073,True,False
2024-10-19,Sachsen-Anhalt,9971,10060,True,False
2024-10-19,Schleswig-Holstein,11423,10801,True,False
2024-10-19,Thüringen,9847,9833,True,False
2024-10-20,Baden-Württemberg,17684,19253,True,False
2024-10-20,Bayern,18838,17666,True,False
2024-10-20,Berlin,22761,24316,True,False
2024-10-20,Brandenburg,11472,10848,True,False
2024-10-20,Bremen,9768,7991,True,False
2024-10-20,Hamburg,17703,21263,True,False
2024-10-20,Hessen,15646,13175,True,False
2024-10-20,Mecklenburg-Vorpommern,8712,10471,True,False
2024-10-20,Niedersachsen,14187,14264,True,False
2024-10-20,Nordrhein-Westfalen,20266,24112,True,False
2024-10-20,Rheinland-Pfalz,12528,13093,True,False
2024-10-20,Saarland,8298,8902,True,False
2024-10-20,Sachsen,12490,12890,True,False
2024-10-20,Sachsen-Anhalt,9957,8928,True,False
2024-10-20,Schleswig-Holstein,11383,12637,True,False
2024-10-20,Thüringen,9834,11569,True,False
2024-10-21,Baden-Württemberg,25744,21967,False,False
2024-10-21,Bayern,27521,30616,False,False
2024-10-21,Berlin,33427,38584,False,False
2024-10-21,Brandenburg,16766,16463,False,False
2024-10-21,Bremen,14312,12949,False,False
2024-10-21,Hamburg,25942,28113,False,False
2024-10-21,Hessen,22843,19587,False,False
2024-10-21,Mecklenburg-Vorpommern,12742,14276,False,False
2024-10-21,Niedersachsen,20698,17215,False,False
2024-10-21,Nordrhein-Westfalen,29711,26363,False,False
2024-10-21,Rheinland-Pfalz,18314,17592,False,False
2024-10-21,Saarland,12141,11775,False,False
2024-10-21,Sachsen,18203,17076,False,False
2024-10-21,Sachsen-Anhalt,14561,10838,False,False
2024-10-21,Schleswig-Holstein,16607,16484,False,False
2024-10-21,Thüringen,14380,11405,False,False
2024-10-22,Baden-Württemberg,27052,23747,False,False
2024-10-22,Bayern,29113,30132,False,False
2024-10-22,Berlin,35657,29683,False,False
2024-10-22,Brandenburg,17781,23907,False,False
2024-10-22,Bremen,15049,14479,False,False
2024-10-22,Hamburg,27415,27233,False,False
2024-10-22,Hessen,24072,18809,False,False
2024-10-22,Mecklenburg-Vorpommern,13409,12815,False,False
2024-10-22,Niedersachsen,21870,27713,False,False
